Date,Revenue,Orders,Expenses
2044-09-08,34506,145,16319
2044-09-09,18163,304,18590
2044-09-10,17537,185,5184
2044-09-11,27419,297,25701
2044-09-12,47578,548,10003
2044-09-13,14455,535,28387
2044-09-14,14063,451,32554
2044-09-15,5834,461,30781
2044-09-16,37214,497,37501
2044-09-17,32398,296,15988
2044-09-18,39492,470,19456
2044-09-19,7413,173,8042
2044-09-20,14505,309,32214
2044-09-21,42266,218,11061
2044-09-22,7105,160,14034
2044-09-23,7568,339,24987
2044-09-24,47098,62,3877
2044-09-25,42679,312,35414
2044-09-26,38560,72,30241
2044-09-27,19195,249,23677
2044-09-28,20762,291,12642
2044-09-29,46294,288,38308
2044-09-30,20898,352,35849
2044-10-01,26577,214,12914
2044-10-02,6214,225,34093
2044-10-03,25803,78,3579
2044-10-04,28698,584,15587
2044-10-05,37980,343,3645
2044-10-06,6658,526,9263
2044-10-07,17270,432,18928
2044-10-08,42792,345,29809
2044-10-09,27301,383,34901
2044-10-10,10141,297,30875
2044-10-11,43756,290,11499
2044-10-12,18777,155,3233
2044-10-13,43346,172,20418
2044-10-14,34441,84,15930
2044-10-15,33469,465,18246
2044-10-16,8845,376,37503
2044-10-17,49650,344,7277
2044-10-18,28290,481,3941
2044-10-19,35699,396,3349
2044-10-20,49252,86,30262
2044-10-21,38146,561,4405
2044-10-22,8293,584,10464
2044-10-23,49398,67,16508
2044-10-24,21608,76,35029
2044-10-25,5737,585,4545
2044-10-26,21619,78,31957
2044-10-27,17470,166,10896
2044-10-28,27372,181,20738
2044-10-29,21117,338,7288
2044-10-30,19779,285,28744
2044-10-31,34294,91,24150
2044-11-01,26630,209,25341
2044-11-02,45039,174,38353
2044-11-03,17178,309,24091
2044-11-04,24935,325,3900
2044-11-05,27784,262,22725
2044-11-06,28027,522,31722
2044-11-07,36008,480,27078
2044-11-08,6823,129,19511
2044-11-09,11852,277,21059
2044-11-10,18072,144,21161
2044-11-11,16133,473,8165
2044-11-12,20111,565,27809
2044-11-13,37312,214,13687
2044-11-14,29161,475,19967
2044-11-15,44287,91,37234
2044-11-16,6777,452,11694
2044-11-17,29014,465,36923
2044-11-18,19772,349,33641
2044-11-19,49627,104,21378
2044-11-20,23161,385,8156
2044-11-21,47264,479,33333
2044-11-22,12490,383,33140
2044-11-23,46661,455,13851
2044-11-24,29502,79,8364
2044-11-25,40757,584,14472
2044-11-26,46111,566,6974
2044-11-27,37737,270,21888
2044-11-28,22709,543,21530
2044-11-29,49682,302,27053
2044-11-30,13998,370,4210
2044-12-01,33906,88,25563
2044-12-02,40490,514,13909
2044-12-03,9656,460,29070
2044-12-04,41901,461,4107
2044-12-05,30735,541,39202
2044-12-06,34092,487,14246
2044-12-07,6242,528,22199
2044-12-08,46307,121,21419
2044-12-09,6831,269,3169
2044-12-10,33511,53,31407
2044-12-11,12246,339,29872
2044-12-12,36467,429,15949
2044-12-13,23302,404,16199
2044-12-14,8232,129,17476
2044-12-15,41526,115,33899
2044-12-16,43765,185,24399
2044-12-17,15972,448,26281
2044-12-18,39592,396,6034
2044-12-19,15683,108,16328
2044-12-20,28664,568,22796
2044-12-21,41828,286,7988
2044-12-22,38172,128,10130
2044-12-23,23105,164,39637
2044-12-24,26700,511,3791
2044-12-25,16017,175,15333
2044-12-26,41613,549,39609
2044-12-27,25594,151,6356
2044-12-28,16384,223,7925
2044-12-29,35348,501,13764
2044-12-30,21448,141,15096
2044-12-31,14491,434,5094
2045-01-01,18112,254,9250
2045-01-02,36021,412,18362
2045-01-03,49553,547,24636
2045-01-04,5968,586,15185
2045-01-05,5368,283,19142
2045-01-06,13424,65,38069
2045-01-07,40010,190,8269
2045-01-08,40851,469,12764
2045-01-09,30496,505,30113
2045-01-10,35936,349,19888
2045-01-11,18322,388,17748
2045-01-12,6469,352,33203
2045-01-13,42493,125,23715
2045-01-14,9259,365,5906
2045-01-15,41390,549,30589
2045-01-16,15292,124,14808
2045-01-17,31841,415,24112
2045-01-18,33365,595,27093
2045-01-19,22207,445,4569
2045-01-20,41199,280,3139
2045-01-21,27912,77,7683
2045-01-22,41919,524,29419
2045-01-23,41981,344,14156
2045-01-24,20235,476,8062
2045-01-25,46757,140,30745
2045-01-26,38547,164,37940
2045-01-27,48810,208,25463
2045-01-28,24276,307,39188
2045-01-29,36923,422,9277
2045-01-30,10534,139,30619
2045-01-31,31469,347,37017
2045-02-01,41074,80,33244
2045-02-02,40670,407,5697
2045-02-03,37563,519,38521
2045-02-04,41486,177,17903
2045-02-05,5021,319,25849
2045-02-06,39268,547,39652
2045-02-07,46802,462,10254
2045-02-08,20799,258,35862
2045-02-09,31336,355,7291
2045-02-10,8641,240,17991
2045-02-11,26596,406,16040
2045-02-12,37959,506,11204
2045-02-13,18306,498,38069
2045-02-14,13587,117,23467
2045-02-15,36359,516,3372
2045-02-16,26498,409,17201
2045-02-17,9662,436,8851
2045-02-18,42094,177,9028
2045-02-19,46833,534,32445
2045-02-20,32197,293,22996
2045-02-21,25719,68,30980
2045-02-22,29665,445,27131
2045-02-23,48239,278,25734
2045-02-24,30032,417,37100
2045-02-25,17641,107,17738
2045-02-26,46964,330,14438
2045-02-27,35028,151,3755
2045-02-28,20651,97,6525
2045-03-01,13536,108,32884
2045-03-02,11273,210,4796
2045-03-03,11284,152,16754
2045-03-04,30692,461,15161
2045-03-05,13817,232,5177
2045-03-06,33955,466,31132
2045-03-07,31555,165,5050
2045-03-08,25378,448,28130
2045-03-09,46182,486,27841
2045-03-10,22127,367,28498
2045-03-11,22952,299,28109
2045-03-12,16539,496,15175
2045-03-13,19692,546,4693
2045-03-14,23120,392,31266
2045-03-15,18334,476,30407
2045-03-16,33615,289,17838
2045-03-17,12903,108,38688
2045-03-18,33527,576,24229
2045-03-19,20629,252,7167
2045-03-20,22740,515,25615
2045-03-21,38782,345,34169
2045-03-22,31708,336,34158
2045-03-23,15860,122,37226
2045-03-24,22438,572,23179
2045-03-25,6764,386,14347
2045-03-26,11009,367,39178
2045-03-27,25842,252,36330
2045-03-28,47372,280,9992
2045-03-29,38435,106,15218
2045-03-30,8370,469,33331
2045-03-31,43744,329,25468
2045-04-01,25454,354,22355
2045-04-02,46381,515,5716
2045-04-03,43367,223,35361
2045-04-04,8650,315,30254
2045-04-05,30708,296,24277
2045-04-06,47662,127,20503
2045-04-07,8190,302,13104
2045-04-08,13789,524,38030
2045-04-09,37125,225,24385
2045-04-10,38159,470,35235
2045-04-11,22459,510,13644
2045-04-12,40418,303,24687
2045-04-13,23768,569,36550
2045-04-14,20563,156,35864
2045-04-15,32885,220,11778
2045-04-16,26885,107,32783
2045-04-17,11895,386,34387
2045-04-18,28958,391,16374
2045-04-19,6531,339,24295
2045-04-20,10481,133,21622
2045-04-21,28932,166,28492
2045-04-22,26360,583,22733
2045-04-23,48642,268,15372
2045-04-24,29829,151,38256
2045-04-25,24932,505,10817
2045-04-26,43931,575,22221
2045-04-27,43032,315,21225
2045-04-28,20890,336,11064
2045-04-29,23807,190,16986
2045-04-30,16767,455,3316
2045-05-01,13071,342,35843
2045-05-02,31149,80,24453
2045-05-03,20540,220,35195
2045-05-04,40676,404,3203
2045-05-05,9712,254,9567
2045-05-06,31201,527,10460
2045-05-07,49958,340,30520
2045-05-08,24899,160,7355
2045-05-09,24787,117,34935
2045-05-10,25982,422,5663
2045-05-11,27606,245,30339
2045-05-12,15150,175,32367
2045-05-13,25393,311,22546
2045-05-14,42259,204,11389
2045-05-15,32750,157,24462
2045-05-16,13593,472,3038
2045-05-17,22358,84,13318
2045-05-18,21607,93,11920
2045-05-19,42381,465,21508
2045-05-20,29811,334,17257
2045-05-21,33074,496,26783
2045-05-22,25595,567,39902
2045-05-23,49194,76,35309
2045-05-24,31853,276,25678
2045-05-25,13183,474,39539
2045-05-26,25661,417,18311
2045-05-27,46169,359,8538
2045-05-28,41495,154,6257
2045-05-29,18703,67,14398
2045-05-30,35815,254,33198
2045-05-31,34565,92,19044
2045-06-01,27942,138,24772
2045-06-02,47986,206,17772
2045-06-03,38161,315,10900
2045-06-04,46803,183,13790
2045-06-05,14716,513,32011
2045-06-06,46563,181,3657
2045-06-07,38349,83,21083
2045-06-08,47899,132,23840
2045-06-09,5132,181,27431
2045-06-10,8385,477,30619
2045-06-11,41538,253,35583
2045-06-12,40036,385,17525
2045-06-13,38743,546,32917
2045-06-14,45373,491,8963
2045-06-15,12213,307,25619
2045-06-16,49223,341,7535
2045-06-17,31119,174,17580
2045-06-18,7835,224,4976
2045-06-19,7738,541,39437
2045-06-20,47317,129,3937
2045-06-21,9134,354,24980
2045-06-22,30892,559,20673
2045-06-23,44601,393,10421
2045-06-24,13353,140,32500
2045-06-25,20690,218,15953
2045-06-26,6909,383,4516
2045-06-27,30703,285,37172
2045-06-28,19496,448,9170
2045-06-29,17062,526,29507
2045-06-30,14850,584,5353
2045-07-01,32701,137,14999
2045-07-02,39731,302,13938
2045-07-03,10153,407,3580
2045-07-04,15481,107,22713
2045-07-05,38734,448,11293
2045-07-06,5889,570,7550
2045-07-07,24445,574,31418
2045-07-08,11461,466,3298
2045-07-09,43934,442,39884
2045-07-10,33205,271,19428
2045-07-11,28351,378,10647
2045-07-12,21006,421,5543
2045-07-13,49149,560,23243
2045-07-14,15940,202,7778
2045-07-15,16258,529,17558
2045-07-16,29485,69,18383
2045-07-17,28763,277,33033
2045-07-18,45048,395,22539
2045-07-19,6067,68,23089
2045-07-20,25607,493,36284
2045-07-21,48883,417,5201
2045-07-22,14018,196,34000
2045-07-23,20187,553,9577
2045-07-24,42375,479,15629
2045-07-25,8985,489,39426
2045-07-26,48052,247,9922
2045-07-27,24563,336,7286
2045-07-28,42306,418,30899
2045-07-29,23608,289,32763
2045-07-30,44139,336,6936
2045-07-31,6726,444,28745
2045-08-01,31582,567,36758
2045-08-02,10791,109,24355
2045-08-03,13458,594,33619
2045-08-04,22221,352,10721
2045-08-05,25968,293,38477
2045-08-06,22070,256,5178
2045-08-07,32937,424,36606
2045-08-08,46831,332,32630
2045-08-09,47933,527,12747
2045-08-10,42415,71,24318
2045-08-11,47770,398,29619
2045-08-12,25802,538,11104
2045-08-13,48601,307,10338
2045-08-14,15420,96,4168
2045-08-15,11642,76,18187
2045-08-16,24775,76,34073
2045-08-17,33754,446,3947
2045-08-18,48310,194,35928
2045-08-19,9357,571,32135
2045-08-20,26263,170,14323
2045-08-21,18201,511,17550
2045-08-22,7739,431,5627
2045-08-23,18231,467,19232
2045-08-24,47278,376,21919
2045-08-25,47495,440,21656
2045-08-26,26168,346,19544
2045-08-27,37624,133,25982
2045-08-28,15635,195,22566
2045-08-29,14964,220,17880
2045-08-30,32785,383,14936
2045-08-31,34510,473,33748
2045-09-01,22261,358,21411
2045-09-02,24254,575,15198
2045-09-03,16392,396,11376
2045-09-04,17336,351,4896
2045-09-05,16939,396,38172
2045-09-06,32412,457,21923
2045-09-07,21676,182,20116
2045-09-08,14843,155,12813
2045-09-09,30112,220,36345
2045-09-10,35598,299,23232
2045-09-11,40454,593,20692
2045-09-12,38001,311,15384
2045-09-13,32228,543,36609
2045-09-14,19429,293,29278
2045-09-15,23758,500,13827
2045-09-16,7272,339,22769
2045-09-17,22350,312,7821
2045-09-18,27538,363,20797
2045-09-19,8400,134,3044
2045-09-20,20371,464,32607
2045-09-21,42310,378,21070
2045-09-22,41291,94,8236
2045-09-23,23147,382,29745
2045-09-24,8291,514,9625
2045-09-25,40256,249,30817
2045-09-26,15892,250,22109
2045-09-27,39326,378,28999
2045-09-28,42458,289,7014
2045-09-29,43889,408,7595
2045-09-30,49966,409,4560
2045-10-01,42207,427,14324
2045-10-02,45288,434,29465
2045-10-03,30995,514,32749
2045-10-04,10409,271,28822
2045-10-05,47438,414,14994
2045-10-06,49874,121,19856
2045-10-07,49702,289,37985
2045-10-08,34823,553,28276
2045-10-09,12869,463,19436
2045-10-10,40724,176,5987
2045-10-11,27401,536,11330
2045-10-12,30958,576,28973
2045-10-13,15766,297,21521
2045-10-14,24768,531,36595
2045-10-15,35794,361,13275
2045-10-16,31145,493,27548
2045-10-17,15086,332,30552
2045-10-18,48203,51,32225
2045-10-19,31442,123,31940
2045-10-20,21412,113,11377
2045-10-21,30596,396,6442
2045-10-22,15255,373,10402
2045-10-23,47406,288,38961
2045-10-24,45524,446,34143
2045-10-25,28332,386,7928
2045-10-26,49624,390,12604
2045-10-27,20764,328,30764
2045-10-28,32563,402,16777
2045-10-29,27139,512,28591
2045-10-30,41370,511,7537
2045-10-31,10062,342,34905
2045-11-01,49645,456,7261
2045-11-02,12244,211,37703
2045-11-03,11372,552,29044
2045-11-04,44873,497,7426
2045-11-05,24965,504,4358
2045-11-06,49997,314,16423
2045-11-07,21956,181,37537
2045-11-08,45473,169,30337
2045-11-09,18894,268,28765
2045-11-10,38382,466,20576
2045-11-11,9050,554,38584
2045-11-12,21709,349,31197
2045-11-13,20722,158,26409
2045-11-14,20210,287,7856
2045-11-15,41545,342,33444
2045-11-16,43674,236,24601
2045-11-17,39489,85,20426
2045-11-18,22733,305,24627
2045-11-19,25080,484,13170
2045-11-20,41664,57,9755
2045-11-21,44709,227,25851
2045-11-22,43014,291,39745
2045-11-23,46152,90,32712
2045-11-24,32250,406,15023
2045-11-25,25229,162,37651
2045-11-26,21475,215,3540
2045-11-27,48876,553,11837
2045-11-28,34011,127,24185
2045-11-29,13128,245,26406
2045-11-30,37450,451,12046
2045-12-01,23897,113,36172
2045-12-02,13168,474,28095
2045-12-03,11861,91,33341
2045-12-04,46758,422,14132
2045-12-05,18750,355,37175
2045-12-06,21988,258,12012
2045-12-07,7979,516,10030
2045-12-08,28524,353,23914
2045-12-09,12065,441,10928
2045-12-10,42684,202,35739
2045-12-11,28184,411,15027
2045-12-12,38365,313,9206
2045-12-13,28704,265,30863
2045-12-14,10622,592,21565
2045-12-15,23261,573,34677
2045-12-16,49932,243,32290
2045-12-17,33419,76,39000
2045-12-18,39467,95,28000
2045-12-19,30605,107,36125
2045-12-20,34171,62,14638
2045-12-21,27164,98,20978
2045-12-22,18796,143,28586
2045-12-23,41854,500,12225
2045-12-24,36320,428,28437
2045-12-25,5665,59,34238
2045-12-26,37694,565,19732
2045-12-27,29230,273,31353
2045-12-28,27995,430,4658
2045-12-29,31784,590,28150
2045-12-30,19605,351,16315
2045-12-31,22463,252,21203
2046-01-01,13419,245,23392
2046-01-02,38837,371,9043
2046-01-03,10263,467,19867
2046-01-04,45719,391,39680
2046-01-05,39131,438,3357
2046-01-06,42276,58,27829
2046-01-07,39523,581,36958
2046-01-08,5519,198,33408
2046-01-09,36106,432,29279
2046-01-10,49504,578,32467
2046-01-11,15514,61,32591
2046-01-12,12233,525,6409
2046-01-13,6102,102,14319
2046-01-14,5597,485,29696
2046-01-15,24657,255,27837
2046-01-16,43549,103,30578
2046-01-17,48565,539,4908
2046-01-18,11256,393,35523
2046-01-19,48148,218,6646
2046-01-20,34401,210,16832
2046-01-21,46548,576,21761
2046-01-22,11554,576,14586
2046-01-23,17664,336,23720
2046-01-24,47367,461,8404
2046-01-25,29386,571,25342
2046-01-26,9846,248,4625
2046-01-27,31205,210,35007
2046-01-28,30570,438,28804
2046-01-29,35255,523,9354
2046-01-30,26182,430,37157
2046-01-31,44373,173,20871
2046-02-01,48019,121,12108
2046-02-02,21043,217,13333
2046-02-03,40754,333,21270
2046-02-04,5400,543,37984
2046-02-05,24239,85,20704
2046-02-06,15416,224,19304
2046-02-07,8412,248,27290
2046-02-08,21440,165,17433
2046-02-09,29406,364,35448
2046-02-10,6875,269,35521
2046-02-11,42066,183,7445
2046-02-12,41536,171,13818
2046-02-13,10752,470,27201
2046-02-14,26217,541,9984
2046-02-15,17489,338,3750
2046-02-16,6353,102,8594
2046-02-17,31986,254,16730
2046-02-18,26371,397,10171
2046-02-19,44365,100,34088
2046-02-20,19691,89,23069
2046-02-21,9311,299,32814
2046-02-22,15794,267,13210
2046-02-23,7934,228,39255
2046-02-24,21406,232,12005
2046-02-25,15394,213,33825
2046-02-26,31872,426,18705
2046-02-27,46708,546,38937
2046-02-28,46093,510,36791
2046-03-01,25800,523,12701
2046-03-02,48397,86,29614
2046-03-03,42909,368,17666
2046-03-04,26352,461,8239
2046-03-05,41439,405,19212
2046-03-06,33312,278,21730
2046-03-07,45060,313,3855
2046-03-08,20438,536,12358
2046-03-09,28385,401,7038
2046-03-10,49999,491,23071
2046-03-11,23482,508,20500
2046-03-12,37471,74,3733
2046-03-13,48877,180,33495
2046-03-14,46212,419,38689
2046-03-15,18026,485,15809
2046-03-16,47089,273,16686
2046-03-17,24648,401,6498
2046-03-18,10435,534,7717
2046-03-19,13493,246,7854
2046-03-20,11691,158,37626
2046-03-21,7763,269,17358
2046-03-22,25389,368,24857
2046-03-23,36498,131,38281
2046-03-24,41009,586,18584
2046-03-25,40825,481,7960
2046-03-26,21934,57,39283
2046-03-27,10574,198,29576
2046-03-28,43179,147,29373
2046-03-29,6587,150,21700
2046-03-30,47782,416,37935
2046-03-31,43688,511,22412
2046-04-01,16688,463,35224
2046-04-02,9409,308,28719
2046-04-03,10783,405,7231
2046-04-04,38480,60,22532
2046-04-05,31751,465,10521
2046-04-06,43174,299,14349
2046-04-07,17041,599,35768
2046-04-08,28227,171,32632
2046-04-09,40201,114,10611
2046-04-10,41069,351,22012
2046-04-11,21654,174,25518
2046-04-12,31370,361,4548
2046-04-13,34482,240,27761
2046-04-14,16586,499,16988
2046-04-15,10322,208,32193
2046-04-16,18932,402,17497
2046-04-17,34299,312,9045
2046-04-18,30179,455,22876
2046-04-19,10257,66,29819
2046-04-20,14777,309,27609
2046-04-21,16249,404,10839
2046-04-22,26390,538,29196
2046-04-23,25369,263,13275
2046-04-24,17881,288,37173
2046-04-25,14587,229,17449
2046-04-26,33264,468,31264
2046-04-27,13791,192,18960
2046-04-28,46473,366,7538
2046-04-29,27375,293,31709
2046-04-30,27611,281,5139
2046-05-01,47026,352,38446
2046-05-02,12833,380,39562
2046-05-03,20754,297,22103
2046-05-04,47048,332,27432
2046-05-05,17577,336,13418
2046-05-06,36095,81,33599
2046-05-07,26248,549,14560
2046-05-08,40282,579,23341
2046-05-09,41737,430,16846
2046-05-10,36891,112,9069
2046-05-11,29124,177,11679
2046-05-12,9566,577,16293
2046-05-13,7196,212,36046
2046-05-14,36115,300,38359
2046-05-15,24859,344,30554
2046-05-16,16345,228,36122
2046-05-17,39077,278,21626
2046-05-18,5864,443,36325
2046-05-19,17055,445,6486
2046-05-20,43157,121,19545
2046-05-21,24747,367,25628
2046-05-22,49484,428,6544
2046-05-23,16978,185,23161
2046-05-24,29599,427,37973
2046-05-25,40771,168,21376
2046-05-26,22615,579,22667
2046-05-27,45727,572,25400
2046-05-28,49748,436,7919
2046-05-29,44349,318,36759
2046-05-30,34377,573,15398
2046-05-31,35031,596,26368
2046-06-01,47733,535,25730
2046-06-02,16760,487,21167
2046-06-03,38714,160,20568
2046-06-04,30762,371,37436
2046-06-05,39332,576,9833
2046-06-06,45100,226,8824
2046-06-07,9944,587,3571
2046-06-08,18877,522,23122
2046-06-09,34990,437,3583
2046-06-10,47907,147,24963
2046-06-11,39076,460,18740
2046-06-12,8258,424,31364
2046-06-13,36629,219,8691
2046-06-14,42579,105,13325
2046-06-15,27958,374,27414
2046-06-16,44465,309,8126
2046-06-17,25317,389,29608
2046-06-18,20775,453,6762
2046-06-19,16039,581,5786
2046-06-20,34097,223,4542
2046-06-21,39207,587,15813
2046-06-22,27553,209,19417
2046-06-23,49402,59,19294
2046-06-24,5055,305,5799
2046-06-25,28161,393,21239
2046-06-26,37873,585,9923
2046-06-27,40969,422,38453
2046-06-28,20184,484,9938
2046-06-29,5669,95,23885
2046-06-30,17663,104,32713
2046-07-01,30318,127,7388
2046-07-02,38734,540,9022
2046-07-03,21691,321,5627
2046-07-04,23522,599,10247
2046-07-05,16656,160,6643
2046-07-06,20893,64,25575
2046-07-07,21493,127,23146
2046-07-08,8632,550,25371
2046-07-09,35336,467,29707
2046-07-10,28112,324,29875
2046-07-11,43452,543,16792
2046-07-12,18266,246,31492
2046-07-13,21940,425,20717
2046-07-14,29003,112,23392
2046-07-15,37872,410,21857
2046-07-16,39815,593,9143
2046-07-17,35869,159,39501
2046-07-18,22257,243,21470
2046-07-19,21682,568,22734
2046-07-20,24622,508,16103
2046-07-21,35408,350,27951
2046-07-22,13837,545,4952
2046-07-23,20407,198,39478
2046-07-24,34309,510,33766
2046-07-25,11382,188,27647
2046-07-26,32654,341,34288
2046-07-27,23895,384,4774
2046-07-28,38551,233,8059
2046-07-29,26376,356,25497
2046-07-30,5370,311,31283
2046-07-31,5486,359,13471
2046-08-01,28762,393,12744
2046-08-02,31613,473,6663
2046-08-03,8196,563,15463
2046-08-04,47320,573,19378
2046-08-05,34401,310,26078
2046-08-06,40029,411,9160
2046-08-07,15813,218,30682
2046-08-08,46916,249,28575
2046-08-09,13572,434,33865
2046-08-10,33225,361,24405
2046-08-11,37275,361,26254
2046-08-12,11843,444,12326
2046-08-13,6105,400,22529
2046-08-14,48209,77,27527
2046-08-15,36639,182,38483
2046-08-16,47487,429,19086
2046-08-17,23051,577,24777
2046-08-18,33708,336,23466
2046-08-19,40459,333,39499
2046-08-20,16864,276,18390
2046-08-21,39764,476,20921
2046-08-22,6425,76,35945
2046-08-23,11849,381,21760
2046-08-24,41015,166,6243
2046-08-25,23976,138,33091
2046-08-26,39258,171,6666
2046-08-27,36113,82,20321
2046-08-28,20401,447,22411
2046-08-29,17884,574,21404
2046-08-30,23824,73,26586
2046-08-31,42563,374,17632
2046-09-01,39414,83,4974
2046-09-02,21142,296,4258
2046-09-03,10956,68,22494
2046-09-04,18928,79,16528
2046-09-05,14721,98,22137
2046-09-06,16157,229,25178
2046-09-07,40135,419,18008
2046-09-08,11696,444,14864
2046-09-09,32862,545,36187
2046-09-10,10190,480,5871
2046-09-11,9663,256,34432
2046-09-12,44830,84,18202
2046-09-13,9331,462,16101
2046-09-14,49648,413,36635
2046-09-15,33549,359,19238
2046-09-16,21246,328,14179
2046-09-17,30761,201,27749
2046-09-18,8262,276,33793
2046-09-19,12036,292,11004
2046-09-20,27322,59,24116
2046-09-21,24131,441,23511
2046-09-22,9677,97,23976
2046-09-23,12972,253,34856
2046-09-24,20329,206,38010
2046-09-25,42032,75,15815
2046-09-26,40901,470,5488
2046-09-27,49380,313,20896
2046-09-28,25493,578,8616
2046-09-29,23595,519,35791
2046-09-30,26923,303,38105
2046-10-01,14735,595,34027
2046-10-02,39457,196,15591
2046-10-03,47531,375,7726
2046-10-04,12727,387,7133
2046-10-05,12764,167,3744
2046-10-06,32599,214,23561
2046-10-07,5818,599,32813
